Title,Author,Rating,Genre,Publisher,PublishDate,
It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,"Greg Behrendt (Goodreads Author), Amiira Ruotola (-Behrendt) (Goodreads Author)",4.02,"['Nonfiction', 'Self Help', 'Relationships', 'Chick Lit', 'Humor', 'Psychology', 'Adult', 'Romance', 'Love', 'Personal Development']",Harmony,September 5th 2006,
Imagine: How Creativity Works,Jonah Lehrer (Goodreads Author),3.82,"['Nonfiction', 'Psychology', 'Science', 'Business', 'Art', 'Self Help', 'Writing', 'Design', 'Neuroscience', 'Sociology']",Houghton Mifflin Harcourt,March 19th 2012,
Aylak Adam,Yusuf AtÄ±lgan,4.3,"['Turkish Literature', 'Turkish', 'Fiction', 'Roman', 'Novels', 'Literature', 'Classics', '20th Century', 'Contemporary', 'School']",YapÄ± Kredi YayÄ±nlarÄ±,Oct-00,
"Justine, or The Misfortunes of Virtue",Marquis de Sade,3.41,"['Classics', 'Fiction', 'Erotica', 'France', 'Philosophy', 'French Literature', '18th Century', 'Literature', 'Novels', 'BDSM']",AC,April 28th 2003,
Black City,Elizabeth Richards (Goodreads Author),3.75,"['Young Adult', 'Dystopia', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Post Apocalyptic']",G.P. Putnam's Sons BYR,November 13th 2012,
Cities of the Red Night,William S. Burroughs,3.77,"['Fiction', 'Science Fiction', 'Literature', 'Fantasy', 'Novels', 'American', '20th Century', 'Dystopia', 'The United States Of America', 'Surreal']",Picador,May 4th 2001,
The Book of Human Skin,Michelle Lovric,3.93,"['Historical Fiction', 'Fiction', 'Historical', 'Horror', 'Italy', 'Adult', 'Books About Books', 'Gothic', 'Novels', 'Book Club']",Bloomsbury UK,April 5th 2010,
Cage,Harper Sloan (Goodreads Author),4.28,"['Romance', 'Contemporary Romance', 'Military Fiction', 'Contemporary', 'Erotica', 'Adult', 'New Adult', 'Romantic Suspense', 'Suspense', 'Erotic Romance']",CreateSpace Independent Publishing Platform,September 8th 2013,
The Women,T. Coraghessan Boyle (Goodreads Author),3.54,"['Fiction', 'Historical Fiction', 'Architecture', 'Historical', 'Novels', 'Adult Fiction', 'Literary Fiction', 'Audiobook', 'Art', 'Book Club']",Viking Books,February 10th 2009,
Coexist,Julia Crane (Goodreads Author),3.61,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Elves', 'Fae', 'Urban Fantasy', 'Paranormal Romance', 'Fairies']",Valknut Press,June 19th 2011,
The Orphan Queen,Jodi Meadows (Goodreads Author),3.96,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Fiction', 'Adventure', 'Paranormal', 'Dystopia']",Katherine Tegen Books,March 10th 2015,
Don't Even Think About It,Sarah Mlynowski (Goodreads Author),3.74,"['Young Adult', 'Contemporary', 'Paranormal', 'Fantasy', 'Romance', 'Fiction', 'Science Fiction', 'Teen', 'High School', 'Chick Lit']",Delacorte Press,March 11th 2014,
Thanks for the Trouble,Tommy Wallach (Goodreads Author),3.88,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Magical Realism', 'Young Adult Contemporary', 'Fantasy', 'Humor', 'Teen']",Simon & Schuster Books for Young Readers,February 23rd 2016,
The Japanese Lover,"Isabel Allende (Goodreads Author), Nick Caistor (Translator), Amanda Hopkinson (Translator)",3.82,"['Historical Fiction', 'Fiction', 'Romance', 'Audiobook', 'Historical', 'Adult', 'World War II', 'Book Club', 'Novels', 'Literary Fiction']",Atria Books,November 3rd 2015,
Two By Two,Nicholas Sparks (Goodreads Author),3.92,"['Romance', 'Fiction', 'Chick Lit', 'Audiobook', 'Contemporary', 'Adult Fiction', 'Adult', 'Family', 'Drama', 'Novels']",Grand Central Publishing,October 4th 2016,
The Sun Does Shine: How I Found Life and Freedom on Death Row,"Anthony Ray Hinton, Lara Love Hardin, Bryan Stevenson (Foreword)",4.62,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'True Crime', 'Race', 'Social Justice', 'Biography Memoir', 'Crime', 'Anti Racist']",St. Martin's Press,March 27th 2018,
The Last Town,Blake Crouch (Goodreads Author),4.08,"['Science Fiction', 'Thriller', 'Fiction', 'Horror', 'Mystery', 'Dystopia', 'Post Apocalyptic', 'Suspense', 'Audiobook', 'Mystery Thriller']",Thomas & Mercer,July 15th 2014,
An Inconvenient Book: Real Solutions to the World's Biggest Problems,"Glenn Beck, Kevin Balfe (Goodreads Author), Steve Burguiere, Dan Andros, Paul Starke, Virginia Leahy (Contributor), Evan Cutler (Contributor), Patricia Balfe (Contributor), moreâ€¦",3.75,"['Politics', 'Nonfiction', 'Humor', 'History', 'Comedy', 'Philosophy', 'Political Science', 'Government', 'Society', 'History and Politics']",Threshold Editions,November 20th 2007,
Timequake,Kurt Vonnegut Jr.,3.72,"['Fiction', 'Science Fiction', 'Humor', 'Classics', 'Literature', 'Novels', 'Time Travel', 'American', 'Fantasy', 'Literary Fiction']",Vintage Classics,August 6th 1998,
The Tomb,F. Paul Wilson (Goodreads Author),4.05,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Mystery Thriller', 'Supernatural', 'Science Fiction']",TOR Books,August 15th 1998,
Judas Unchained,"Peter F. Hamilton (Goodreads Author), Marta GarcÃ­a MartÃ­nez (Translator)",4.31,"['Science Fiction', 'Space Opera', 'Fiction', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy', 'Space', 'Aliens', 'Epic', 'Adventure']",Del Rey,February 28th 2006,
Wilt,Tom Sharpe,3.95,"['Fiction', 'Humor', 'Comedy', 'British Literature', 'Novels', 'Literature', 'Contemporary', 'Modern', '20th Century', 'Audiobook']",Arrow,November 7th 2002,
Princess Mia,Meg Cabot (Goodreads Author),3.84,"['Young Adult', 'Romance', 'Chick Lit', 'Contemporary', 'Fiction', 'Teen', 'Childrens', 'Humor', 'Realistic Fiction', 'Young Adult Contemporary']",Harper Teen,January 1st 2008,
Brazzaville Beach,William Boyd,3.94,"['Fiction', 'Africa', 'Contemporary', 'Literary Fiction', 'Novels', 'Literature', 'Book Club', 'Thriller', 'Historical Fiction', 'Adventure']",Harper Perennial,August 1st 1995,
Cosmic,Frank Cottrell Boyce,3.93,"['Science Fiction', 'Adventure', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Humor', 'Fantasy', 'Juvenile', 'Space']",MacMillan UK,July 30th 2008,
Halo: Ghosts of Onyx,Eric S. Nylund (Goodreads Author),4.17,"['Science Fiction', 'Fiction', 'Video Games', 'Fantasy', 'Novels', 'Science Fiction Fantasy', 'Games', 'Military Fiction', 'Space Opera', 'Space']",Tor Books,April 3rd 2007,
Ø¯Ø§ÛŒÛŒ Ø¬Ø§Ù† Ù†Ø§Ù¾Ù„Ø¦ÙˆÙ†,Iraj Pezeshkzad,4.17,"['Fiction', 'Iran', 'Novels', 'Humor', 'Literature', 'Comedy', 'Historical Fiction', '20th Century', 'Classics', 'Unfinished']",ØµÙÛŒ Ø¹Ù„ÛŒØ´Ø§Ù‡,2015,
Separation of Power,Vince Flynn,4.3,"['Fiction', 'Thriller', 'Espionage', 'Action', 'Mystery', 'Suspense', 'Spy Thriller', 'Mystery Thriller', 'Military Fiction', 'Audiobook']",Pocket Books,August 27th 2002,
"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner (Goodreads Author)",3.99,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Audiobook', 'Social Science', 'Finance', 'Politics']",William Morrow,October 20th 2009,
Patient Zero,Jonathan Maberry (Goodreads Author),3.98,"['Horror', 'Zombies', 'Thriller', 'Fiction', 'Science Fiction', 'Mystery', 'Suspense', 'Audiobook', 'Drama', 'Fantasy']",St. Martin's Griffin,March 3rd 2009,
The Beautiful Creatures Complete Collection,"Kami Garcia (Goodreads Author), Margaret Stohl (Goodreads Author)",4.21,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Magic', 'Witches', 'Paranormal Romance']","Little, Brown Books for Young Readers",November 13th 2012,
The Shoemaker's Wife,Adriana Trigiani (Goodreads Author),3.99,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Italy', 'Adult Fiction', 'Audiobook', 'Chick Lit', 'Adult', 'Book Club']",Harper,April 3rd 2012,
Time Untime,Sherrilyn Kenyon (Goodreads Author),4.12,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Mythology', 'Urban Fantasy', 'Demons', 'Adult', 'Supernatural']",St. Martin's Press,August 7th 2012,
Chill Factor,Sandra Brown (Goodreads Author),3.99,"['Romance', 'Mystery', 'Romantic Suspense', 'Suspense', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Contemporary', 'Audiobook']",Pocket Books,August 1st 2006,
1493: Uncovering the New World Columbus Created,Charles C. Mann,4.1,"['History', 'Nonfiction', 'Science', 'American History', 'World History', 'Anthropology', 'Historical', 'Economics', 'Audiobook', 'Environment']",Alfred A. Knopf (NY),August 9th 2011,
"Ramona Quimby, Age 8",Beverly Cleary,4.09,"['Childrens', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Young Adult', 'Classics', 'Chapter Books', 'Juvenile', 'Humor', 'Kids']",Yearling,Jan-82,
La estrella,"Javi Araguz (Goodreads Author), Isabel Hierro (Goodreads Author)",3.91,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Romance', 'Spanish Literature']",Viceversa,June 16th 2011,
"Soul Eater, Vol. 1",Atsushi Ohkubo,4.29,"['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Anime', 'Action', 'Shonen', 'Comics Manga', 'Young Adult', 'Supernatural']",Yen Press,October 27th 2009,
Kurt Vonnegut's Cat's Cradle,"Harold Bloom (Editor), Terry Southern (Contributor), David H. Goldsmith (Contributor), James Lundquist (Contributor), Lawrence R. Broer (Contributor), Peter J. Reed (Contributor), Loree Rackstraw (Contributor), William S. Doxey (Contributor), moreâ€¦",4.35,"['Fiction', 'Science Fiction', 'Classics', 'Literature', 'Novels', 'Contemporary', 'Science Fiction Fantasy', 'Humor', 'Literary Criticism', 'Comedy']",Chelsea House Publications,December 19th 2002,
I Wrote This For You: Just the Words,"pleasefindthis (Goodreads Author), Iain S. Thomas (Goodreads Author), Jon Ellis (photographer)",4.16,"['Poetry', 'Nonfiction', 'Romance', 'Love', 'Adult', 'Contemporary', 'Mental Illness', 'Short Stories', 'Photography']",Central Avenue Publishing,December 17th 2013,
Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie.,Luigi Serafini,4.51,"['Art', 'Fantasy', 'Fiction', 'Science Fiction', 'Graphic Novels', 'Comics', 'Reference', 'Design', 'Italy', 'Italian Literature']",Prestel,1983,
"New Moon: The Graphic Novel, Vol. 1","Young Kim (Art/Adaptation), Stephenie Meyer (Creator)",4.28,"['Graphic Novels', 'Young Adult', 'Vampires', 'Fantasy', 'Manga', 'Romance', 'Paranormal', 'Fiction', 'Werewolves', 'Comics']",Yen Press,April 23rd 2013,
Sorcerer to the Crown,Zen Cho (Goodreads Author),3.75,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Magic', 'Historical Fantasy', 'Adult', 'Romance', 'Dragons', 'Science Fiction Fantasy']",Ace,September 1st 2015,
Penpal,Dathan Auerbach (Goodreads Author),3.87,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Adult', 'Novels', 'Crime', 'Paranormal', 'Suspense', 'Mystery Thriller']",1000Vultures,Jun-12,
A Quiet Kind of Thunder,Sara Barnard (Goodreads Author),4,"['Contemporary', 'Young Adult', 'Romance', 'Mental Health', 'Fiction', 'Young Adult Contemporary', 'Disability', 'Mental Illness', 'Realistic Fiction', 'Coming Of Age']",Macmillan Children's Books,January 12th 2017,
JerusalÃ©n,J.J. BenÃ­tez,3.97,"['Fiction', 'Science Fiction', 'Historical Fiction', 'Religion', 'Novels', 'Historical', 'Spanish Literature', 'Time Travel', 'Adult', 'Unfinished']",Booket,June 30th 2006,
Be Still and Listen: Experience the Presence of God in Your Life,"Amos Smith (Goodreads Author), Phileena Heuertz (Foreword)",4.36,"['Christianity', 'Nonfiction', 'New Adult', 'Faith', 'Contemporary', 'Spirituality', 'Adult', 'Religion']",Paraclete Press,June 12th 2018,
A Decent Ride,Irvine Welsh,3.74,"['Fiction', 'Novels', 'Contemporary', 'Scotland', 'Humor', 'Comedy', 'Audiobook', 'Crime', 'Modern', 'Thriller']",Jonathan Cape,April 16th 2015,
The Reason: It's about More Than Just the Money,Quentin Brent (Goodreads Author),4.26,"['Fiction', 'Contemporary', 'Drama', 'Thriller']",Beaver's Pond Press,October 26th 2015,
"Bless Me, Ultima",Rudolfo Anaya,3.81,"['Fiction', 'Classics', 'Magical Realism', 'Young Adult', 'School', 'Historical Fiction', 'Literature', 'Coming Of Age', 'Novels', 'Read For School']",Grand Central Publishing,April 1st 1999,
Invasion of the Boy Snatchers,Lisi Harrison (Goodreads Author),3.78,"['Young Adult', 'Realistic Fiction', 'Chick Lit', 'Fiction', 'Middle Grade', 'Contemporary', 'Childrens', 'Teen', 'Romance', 'Drama']",Poppy,October 5th 2005,
Primary Inversion,Catherine Asaro (Goodreads Author),3.74,"['Science Fiction', 'Space Opera', 'Romance', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Space', 'Science Fiction Romance', 'Military Fiction']",Tor Books,May 15th 1996,
Tonio KrÃ¶ger,"Thomas Mann, John J. White (Editor), Ann White (Editor)",3.73,"['Classics', 'German Literature', 'Fiction', 'Germany', 'Literature', 'Short Stories', 'School', 'Novella', 'Novels', '20th Century']",Bristol Classical Press,April 1st 2013,
Candy,Kevin Brooks,3.86,"['Young Adult', 'Romance', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Teen', 'Abuse', 'Drama', 'Love', 'British Literature']",Push,March 1st 2006,
La muerte y otras sorpresas,Mario Benedetti,4.06,"['Spanish Literature', 'Short Stories', 'Fiction', 'Poetry']",Punto de Lectura,June 15th 2005,
Lord John and the Private Matter,Diana Gabaldon (Goodreads Author),3.71,"['Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Fantasy', 'Romance', 'Audiobook', 'Historical Romance', 'LGBT', 'Historical Mystery']",Seal,October 4th 2005,
Fading Echoes,Erin Hunter,4.37,"['Fantasy', 'Animals', 'Fiction', 'Middle Grade', 'Childrens', 'Cats', 'Young Adult', 'Adventure', 'Animal Fiction', 'Young Readers']",HarperCollins,March 23rd 2010,
Leven Thumps and the Ruins of Alder,Obert Skye,4.09,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Magic', 'Adventure', 'Childrens', 'Young Adult Fantasy', 'Young Readers', 'Juvenile']",Shadow Mountain,September 29th 2009,
Kambing Jantan: Sebuah Catatan Harian Pelajar Bodoh,Raditya Dika (Goodreads Author),3.61,"['Comedy', 'Indonesian Literature', 'Humor', 'Nonfiction', 'Biography', 'True Story', 'Memoir', 'Teen', 'Romance', 'Slice Of Life']",Gagas Media,2005,
The Legend of Deathwalker,David Gemmell,4.31,"['Fantasy', 'Fiction', 'Heroic Fantasy', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Sword and Sorcery', 'Epic', 'Novels']",Del Rey,May 1st 1999,
You Don't Know Me,David Klass,3.89,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Abuse', 'Contemporary', 'Teen', 'High School', 'School', 'Coming Of Age', 'Romance']",HarperTeen,August 1st 2002,
Never Look Away,Linwood Barclay (Goodreads Author),4.01,"['Thriller', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Canada', 'Audiobook', 'Adult', 'Psychological Thriller']",Delacorte Press,March 9th 2010,
Beyond Band of Brothers: The War Memoirs of Major Dick Winters,"Dick Winters, Cole C. Kingseed",4.29,"['History', 'Nonfiction', 'Biography', 'Military Fiction', 'World War II', 'War', 'Memoir', 'Military History', 'Autobiography', 'Leadership']",Dutton Caliber,February 7th 2006,
Sweep: Volume 1,Cate Tiernan,4.26,"['Young Adult', 'Fantasy', 'Witches', 'Paranormal', 'Magic', 'Romance', 'Fiction', 'Urban Fantasy', 'Supernatural', 'Wicca']",Speak,September 2nd 2010,
Hominids,Robert J. Sawyer (Goodreads Author),3.79,"['Science Fiction', 'Fiction', 'Hugo Awards', 'Alternate History', 'Fantasy', 'Science Fiction Fantasy', 'Canada', 'Speculative Fiction', 'Audiobook', 'Alternate Universe']",Tor Books,February 17th 2003,
Hotter After Midnight,Cynthia Eden (Goodreads Author),3.92,"['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Shapeshifters', 'Fantasy', 'Demons', 'Werewolves', 'Urban Fantasy', 'Adult']",Brava,May 1st 2008,
"Itâ€™s (Not That) Complicated: How to Relate to Guys in a Healthy, Sane, and Biblical Way","Anna Sofia Botkin, Elizabeth Botkin",4.31,"['Christian', 'Nonfiction', 'Relationships', 'Marriage', 'Christianity', 'Family', 'Christian Living', 'Self Help', 'Christian Non Fiction', 'Religion']",Western Conservatory,November 1st 2011,
Masque of the Red Death,Bethany Griffin (Goodreads Author),3.7,"['Young Adult', 'Steampunk', 'Dystopia', 'Fantasy', 'Romance', 'Science Fiction', 'Post Apocalyptic', 'Paranormal', 'Historical Fiction', 'Fiction']",Greenwillow Books,April 24th 2012,
The Dirty Truth,T.J. Anderson,4.28,"['Biography', 'Psychology', 'Sports Romance']",Author Solutions,April 19th 2010,
Boy Toy,Barry Lyga (Goodreads Author),4,"['Young Adult', 'Contemporary', 'Abuse', 'Realistic Fiction', 'Fiction', 'Romance', 'Teen', 'Coming Of Age', 'High School', 'Drama']",Houghton Mifflin Company,September 24th 2007,
Uncle Fred in the Springtime,P.G. Wodehouse,4.23,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', 'Literature', '20th Century', 'Novels', 'Historical Fiction']",Everyman,April 15th 2004,
Dr. Franklin's Island,Ann Halam,3.92,"['Science Fiction', 'Young Adult', 'Fiction', 'Survival', 'Teen', 'Fantasy', 'Adventure', 'Mystery', 'Animals', 'Dystopia']",Laurel Leaf,October 14th 2003,
Wolf Totem,"Jiang Rong, Howard Goldblatt (Translator)",4.03,"['Fiction', 'China', 'Historical Fiction', 'Asia', 'Chinese Literature', 'Animals', 'Novels', 'Literature', 'Asian Literature', 'Wolves']",Penguin Press,March 27th 2008,
The Riddle-Master of Hed,Patricia A. McKillip,4.01,"['Fantasy', 'Fiction', 'Young Adult', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Magic', 'Science Fiction', 'Speculative Fiction', 'Adventure']",Del Rey / Ballantine,March 12th 1980,
Wait for Me,Elisabeth Naughton (Goodreads Author),3.97,"['Romance', 'Romantic Suspense', 'Contemporary Romance', 'Contemporary', 'Suspense', 'Mystery', 'Fiction', 'Adult', 'Chick Lit', 'Thriller']",Elisabeth Naughton,December 22nd 2011,
The Spook's Blood,Joseph Delaney (Goodreads Author),4.23,"['Fantasy', 'Young Adult', 'Horror', 'Fiction', 'Paranormal', 'Witches', 'Magic', 'Adventure', 'Childrens', 'Young Adult Fantasy']",Random House,June 1st 2013,
The Education of Sebastian,Jane Harvey-Berrick (Goodreads Author),3.89,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'New Adult', 'Adult', 'Abuse', 'Military Fiction', 'Erotic Romance', 'Chick Lit']",Harvey Berrick Publishing,November 12th 2012,
God and the State,"Mikhail Bakunin, Paul Avrich (Introduction)",3.86,"['Philosophy', 'Politics', 'Nonfiction', 'Religion', 'Russia', 'History', 'Atheism', 'Anarchism', 'Theory', 'Political Science']",Dover Publications,June 1st 1970,
The Hollow Chocolate Bunnies of the Apocalypse,Robert Rankin,3.75,"['Fantasy', 'Fiction', 'Humor', 'Mystery', 'Comedy', 'Science Fiction', 'Science Fiction Fantasy', 'Crime', 'Comic Fantasy', 'Detective']",Gollancz,August 1st 2003,
"Cross My Heart, Hope to Die",Sara Shepard (Goodreads Author),4.06,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Chick Lit', 'Mystery Thriller', 'Thriller', 'Teen', 'Audiobook']",HarperTeen,February 5th 2013,
The Fairest Beauty,Melanie Dickerson (Goodreads Author),3.95,"['Romance', 'Young Adult', 'Fantasy', 'Historical Fiction', 'Fairy Tales', 'Christian Fiction', 'Christian', 'Retellings', 'Historical', 'Fairy Tale Retellings']",Zondervan,January 8th 2013,
Ketchup Clouds,Annabel Pitcher,3.78,"['Young Adult', 'Contemporary', 'Romance', 'Mystery', 'Fiction', 'Realistic Fiction', 'Death', 'Teen', 'Young Adult Contemporary', 'Audiobook']",Orion,December 27th 2012,
The King in Yellow and Other Horror Stories,"Robert W. Chambers, E.F. Bleiler (Selected by)",3.7,"['Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Classics', 'Weird Fiction', 'Gothic', 'Supernatural', 'Literature', 'Mystery']",Dover Publications,July 30th 2004,
Knight's Mistress,C.C. Gibbs (Goodreads Author),3.92,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'Fiction', 'Chick Lit', 'New Adult']",Quercus,December 6th 2012,
The Curse of Lono,"Hunter S. Thompson, Steve Crist (Editor), Ralph Steadman (Illustrator)",3.94,"['Fiction', 'Travel', 'Journalism', 'Art', 'Novels', 'Classics', 'Business', 'Humor', 'Cultural', 'Literature']",Taschen,October 1st 2005,
The Long Haul,Jeff Kinney (Goodreads Author),4.35,"['Humor', 'Fiction', 'Middle Grade', 'Childrens', 'Graphic Novels', 'Young Adult', 'Realistic Fiction', 'Comedy', 'Comics', 'Juvenile']",Amulet Books,November 4th 2014,
Seconds,"Bryan Lee O'Malley, Nathan Fairbairn (Colorist)",4.06,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Young Adult', 'Adult', 'Magical Realism', 'Comic Book', 'Humor']",Ballantine Books,July 15th 2014,
The Midnight Palace,"Carlos Ruiz ZafÃ³n, Lucia Graves (Translator)",3.61,"['Fantasy', 'Young Adult', 'Fiction', 'Mystery', 'Horror', 'Historical Fiction', 'Thriller', 'Historical', 'Spanish Literature', 'Gothic']","Little, Brown and Company",May 31st 2011,
The Little Mermaid,"Hans Christian Andersen, Lisbeth Zwerger (Illustrator), Anthea Bell (Translator)",4,"['Classics', 'Fantasy', 'Childrens', 'Fairy Tales', 'Fiction', 'Short Stories', 'Picture Books', 'Romance', 'Mermaids', '19th Century']",Minedition,September 9th 2004,
In Order to Live: A North Korean Girl's Journey to Freedom,"Yeonmi Park, Maryanne Vollers",4.45,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Asia', 'Biography Memoir', 'Audiobook', 'History', 'Adult', 'Politics']",Penguin Press,September 29th 2015,
Fantastic Beasts - The Crimes of Grindelwald: The Original Screenplay,J.K. Rowling,4.09,"['Fantasy', 'Fiction', 'Young Adult', 'Plays', 'Magic', 'Adventure', 'Young Adult Fantasy', 'Historical Fiction', 'Drama', 'Middle Grade']",Pottermore from J.K. Rowling,November 16th 2018,
Weirdos from Another Planet!,Bill Watterson,4.71,"['Comics', 'Humor', 'Fiction', 'Graphic Novels', 'Comic Strips', 'Comic Book', 'Comedy', 'Graphic Novels Comics', 'Childrens', 'Cartoon']",Andrews and McMeel Publishing,1990,
Ø¢Ø®Ø± Ø§Ù„Ø´Ù‡ÙˆØ¯,"Svetlana Alexievich, Ø³ÙÙŠØªÙ„Ø§Ù†Ø§ Ø£Ù„ÙƒØ³ÙŠÙŠÙÙŠØªØ´, Ø¹Ø¨Ø¯ Ø§Ù„Ù„Ù‡ Ø­Ø¨Ø© (ØªØ±Ø¬Ù…Ø©)",4.48,"['Nonfiction', 'History', 'War', 'Russia', 'World War II', 'Historical', 'Russian Literature', 'Memoir', 'Nobel Prize', 'Biography']",Ø¯Ø§Ø± Ù…Ù…Ø¯ÙˆØ­ Ø¹Ø¯ÙˆØ§Ù† Ù„Ù„Ù†Ø´Ø± ÙˆØ§Ù„ØªÙˆØ²ÙŠØ¹,2016,
The Nickel Boys,Colson Whitehead (Goodreads Author),4.27,"['Fiction', 'Historical Fiction', 'Historical', 'Audiobook', 'Race', 'Literary Fiction', 'African American', 'Adult', 'Adult Fiction', 'Novels']",Doubleday,July 16th 2019,
"Surprised by Hope: Rethinking Heaven, the Resurrection, and the Mission of the Church",N.T. Wright,4.33,"['Theology', 'Christian', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Spirituality', 'Christian Living', 'Church', 'Christian Non Fiction']",HarperOne,February 5th 2008,
The Farming of Bones,Edwidge Danticat,4.08,"['Fiction', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Historical', 'School', 'Literature', 'Contemporary', 'Adult', 'Adult Fiction']",Penguin Books,September 1st 1999,
Londonstani,Gautam Malkani,3.35,"['Contemporary', 'Fiction', 'Novels', 'India', 'British Literature', 'Literature', 'Asia', 'Cultural', 'Modern', 'Race']",Penguin Press,June 22nd 2006,
Echoes of the Great Song,David Gemmell,4.04,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Heroic Fantasy', 'Novels', 'Magic', 'Epic', 'Science Fiction', 'Science Fiction Fantasy']",Del Rey,November 26th 2002,
The Hunt for Atlantis,Andy McDermott,3.9,"['Adventure', 'Thriller', 'Fiction', 'Mystery', 'Action', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Fantasy', 'Archaeology']",Headline,August 25th 2007,
Spirit Walker,"Michelle Paver, Geoff Taylor (Illustrator)",4.27,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Historical', 'Childrens', 'Animals', 'Magic', 'Middle Grade']",Katherine Tegen Books,February 20th 2007,
A Thousand Plateaus: Capitalism and Schizophrenia,"Gilles Deleuze, FÃ©lix Guattari, Brian Massumi (Translator)",4.3,"['Philosophy', 'Theory', 'Nonfiction', 'Politics', 'Psychology', 'Academic', 'France', 'History', 'Sociology', 'Psychoanalysis']",University of Minnesota Press,1987,
Oz: The Wonderful Wizard of Oz,"Eric Shanower (Goodreads Author), Skottie Young (Illustrator), L. Frank Baum",4.09,"['Graphic Novels', 'Comics', 'Fantasy', 'Classics', 'Fiction', 'Childrens', 'Young Adult', 'Graphic Novels Comics', 'Marvel', 'Adventure']",Marvel,September 16th 2009,
Struck,Jennifer Bosworth (Goodreads Author),3.68,"['Young Adult', 'Dystopia', 'Fantasy', 'Paranormal', 'Science Fiction', 'Romance', 'Post Apocalyptic', 'Urban Fantasy', 'Supernatural', 'Apocalyptic']","Farrar, Straus and Giroux BYR",May 8th 2012,
Belle,Lesley Pearse,4.26,"['Historical Fiction', 'Romance', 'Fiction', 'Historical Romance', 'Chick Lit', 'Adult', 'Drama', 'Mystery', 'Contemporary', 'Crime']",Michael Joseph,Feb-11,
Prized,Caragh M. O'Brien (Goodreads Author),3.98,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Post Apocalyptic', 'Teen', 'Audiobook', 'Adventure']",Roaring Brook Press,November 8th 2011,
I Heart New York,Lindsey Kelk (Goodreads Author),3.87,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Contemporary Romance', 'New York', 'Humor', 'Adult Fiction', 'Travel']",Harper,June 25th 2009,
